id,trade_date,session,attempt,class,reject_reason
265,2026-09-21,LONDON,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
266,2026-09-21,LONDON,1,write_time_feasibility_rr,"write-time feasibility: S1 would be refused at arm — geometry: rr (gain=14.7500 risk=8.2500 rr=1.787879 min=2.000000); S2 reclaim trigger 30223.75 is already below price 30227.75: a stop entry there fills at market on placement — author the trigger ahead of price, or author a reject/limit at the level — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition"
267,2026-09-21,LONDON,2,write_time_feasibility_rr,"write-time feasibility: S1 would be refused at arm — geometry: rr (gain=14.7500 risk=8.2500 rr=1.787879 min=2.000000); S2 reclaim trigger 30228.75 is already below price 30237.25: a stop entry there fills at market on placement — author the trigger ahead of price, or author a reject/limit at the level — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition"
268,2026-09-21,LONDON,1,facts_gap_trigger,"gap-up at 30246.25 (> PDH 29993.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
269,2026-09-21,LONDON,2,entry_policy_shape,"arm enabled on non-armable condition ""breakout_retest"" (fvg_entry | reject | breakdown_continue | breakup_continue; sweep_reclaim via wait_confirm; breakout_retest is a normal AI play and never arms — GAR-F4)"
270,2026-09-21,LONDON,1,facts_gap_trigger,"gap-up at 30233.00 (> PDH 29993.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
271,2026-09-21,LONDON,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=8.5000 risk=12.7500 rr=0.666667 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
272,2026-09-21,NY,1,facts_gap_trigger,price 30223.25 is ABOVE PDH 29993.50 (gap-up) — the plan MUST include a LONG-direction scenario (ANY legal condition)
273,2026-09-21,NY,2,schema_field,S2 arm requires the breakdown{} facts object
274,2026-09-21,NY,3,facts_gap_trigger,"gap-up at 30223.25 (> PDH 29993.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
275,2026-09-21,NY,1,schema_field,"scenario economics: S2: entry_zone requires positive [low, high]"
276,2026-09-21,NY,2,facts_gap_trigger,"gap-up at 30340.00 (> PDH 29993.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
277,2026-09-21,NY,3,schema_field,S2 breakup_continue requires the breakdown{} facts object (level + entry_mode)
278,2026-09-21,ASIA,1,schema_field,"scenario economics: S2: entry_zone requires positive [low, high]"
279,2026-09-21,ASIA,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S2 would be refused at arm — geometry: rr (gain=6.2500 risk=4.7500 rr=1.315789 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
280,2026-09-22,LONDON,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
281,2026-09-21,ASIA,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S2 would be refused at arm — geometry: rr (gain=6.2500 risk=4.7500 rr=1.315789 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
282,2026-09-22,LONDON,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map); S2 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
283,2026-09-22,LONDON,1,entry_policy_shape,"S2 breakdown_continue: the tape shows NO confirming close beyond 30766.00 yet (1 confirming close(s) needed — BD_MIN_CLOSES, displacement + reclaim-check unchanged) — author it only after the displacement exists (or set entry_mode=immediate and accept the confirming-close trigger)"
284,2026-09-22,LONDON,2,entry_policy_shape,S2 arm requires entry_mode=pullback (immediate-mode entries are AI-path only)
285,2026-09-22,NY,1,entry_policy_shape,"scenario[2].confirm2.rule ""1m_mss"" not allowed for breakdown_continue — entry law: 1 confirming close + displacement ≥ BD_MIN_DISP_ATR×ATR5m OR stop-entry (E7); 2x5m_close legal ONLY here"
286,2026-09-22,NY,2,entry_policy_shape,"S3 breakdown_continue: the tape shows NO confirming close beyond 30671.00 yet (1 confirming close(s) needed — BD_MIN_CLOSES, displacement + reclaim-check unchanged) — author it only after the displacement exists (or set entry_mode=immediate and accept the confirming-close trigger)"
287,2026-09-22,NY,3,entry_policy_shape,S3 arm requires entry_mode=pullback (immediate-mode entries are AI-path only)
288,2026-09-22,LONDON,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S3 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
289,2026-09-22,LONDON,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S3 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
290,2026-09-22,NY,1,facts_gap_trigger,"gap-up at 30934.50 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
291,2026-09-22,NY,2,born_dead,"born-dead authored scenario: S2: authored condition ""5m close below 30987.18 invalidates the breakout."": 1 completed 5m close(s), last 30941.50 at 2026-09-22 08:55 CT, threshold 30987.18, invalidated=true"
292,2026-09-22,NY,1,write_time_feasibility_rr,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (scenario_level_id_missing); S3 would be refused at arm — geometry: rr (gain=2.2500 risk=4.5000 rr=0.500000 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
293,2026-09-22,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
294,2026-09-22,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
295,2026-09-22,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
296,2026-09-22,NY,3,schema_field,scenario economics: S1: implied_r r_to_obstacle stated 1.094400 disagrees with geometry 2.585302 (entry 30917.50 stop 30936.55; tolerance 0.25 price points)
297,2026-09-22,NY,1,schema_field,"scenario economics: S2: entry_zone requires positive [low, high]"
298,2026-09-22,NY,2,flip_bias,"prior plan flip already fired → bias short is MANDATORY, got ""long"" — the flip cannot be re-written away"
299,2026-09-22,NY,3,facts_gap_trigger,"gap-up at 30920.00 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
300,2026-09-22,NY,1,facts_gap_trigger,"gap-up at 30920.00 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
301,2026-09-22,NY,2,entry_policy_shape,scenario[1].confirm.ref_price 30917.50 does not match any number in the trigger/invalid prose (object and prose must agree)
302,2026-09-22,NY,1,facts_gap_trigger,"gap-up at 30933.25 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
303,2026-09-22,NY,2,schema_field,S1 arm requires the breakdown{} facts object
304,2026-09-22,ASIA,1,facts_gap_trigger,"gap-up at 31002.50 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
305,2026-09-22,ASIA,2,write_time_feasibility_net,write-time feasibility: S1 would be refused at arm — geometry: net_nonpositive (gain=2.0000 cost=2.0000 net=0.0000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
306,2026-09-22,ASIA,1,facts_gap_trigger,"gap-up at 31028.25 (> PDH 30917.50): the long scenario's trigger must reference a level ≥ current price (breakout/retest), not a dip back below"
307,2026-09-22,ASIA,2,write_time_feasibility_other,write-time feasibility: S1 would be refused at arm — R:R 0.72 below arm min 2.00 (studio min_risk_reward_ratio) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
308,2026-09-22,ASIA,1,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: net_nonpositive (gain=1.5000 cost=2.0000 net=-0.5000); S3 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
309,2026-09-22,ASIA,2,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: net_nonpositive (gain=1.5000 cost=2.0000 net=-0.5000); S3 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
310,2026-09-23,LONDON,1,breakdown_tape,S2 breakdown_continue: a close came back across 31066.32 — the breakdown is void; author a `reject` play instead (do NOT combine condition names; `reject_retest` is not a valid condition)
311,2026-09-23,LONDON,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
312,2026-09-23,LONDON,1,api_402,"API error (status 402): {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}"
313,2026-09-23,LONDON,2,api_402,"API error (status 402): {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}"
314,2026-09-23,LONDON,3,api_402,"API error (status 402): {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}"
315,2026-09-23,LONDON,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: net_nonpositive (gain=0.7500 cost=2.0000 net=-1.2500); S2 would be refused at arm — geometry: rr (gain=6.2500 risk=4.7500 rr=1.315789 min=2.000000); S3 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
316,2026-09-23,LONDON,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: net_nonpositive (gain=0.7500 cost=2.0000 net=-1.2500); S2 would be refused at arm — geometry: rr (gain=6.2500 risk=4.7500 rr=1.315789 min=2.000000); S3 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
317,2026-09-23,NY,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=17.2500 risk=9.2500 rr=1.864865 min=2.000000); S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S3 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
318,2026-09-23,LONDON,3,entry_policy_shape,"arm enabled on non-armable condition ""hold"" (fvg_entry | reject | breakdown_continue | breakup_continue; sweep_reclaim via wait_confirm; breakout_retest is a normal AI play and never arms — GAR-F4)"
319,2026-09-23,NY,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=17.2500 risk=9.2500 rr=1.864865 min=2.000000); S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S3 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
320,2026-09-23,NY,3,born_dead,"born-dead authored scenario: S1: authored condition ""5m close above 30975.75 invalidates the fade."": 1 completed 5m close(s), last 31005.75 at 2026-09-23 08:30 CT, threshold 30975.75, invalidated=true"
321,2026-09-23,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
322,2026-09-23,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
323,2026-09-23,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (scenario_level_id_missing) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
324,2026-09-23,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
325,2026-09-23,NY,1,write_time_feasibility_rr,write-time feasibility: S2 would be refused at arm — geometry: rr (gain=24.7500 risk=26.5000 rr=0.933962 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
326,2026-09-23,NY,2,write_time_feasibility_rr,write-time feasibility: S2 would be refused at arm — geometry: rr (gain=24.7500 risk=26.5000 rr=0.933962 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
327,2026-09-23,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous); S2 would be refused at arm — quality C below min_scenario_quality B — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
328,2026-09-23,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (identity_not_valid_in_frozen_map) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
329,2026-09-23,NY,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — quality C below min_scenario_quality B; S2 would be refused at arm — geometry: rr (gain=6.0000 risk=4.5000 rr=1.333333 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
330,2026-09-23,NY,2,write_time_feasibility_rr,write-time feasibility: S2 would be refused at arm — geometry: rr (gain=6.0000 risk=4.5000 rr=1.333333 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
331,2026-09-23,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
332,2026-09-23,NY,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
333,2026-09-23,NY,1,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=7.7500 risk=4.5000 rr=1.722222 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
334,2026-09-23,NY,2,write_time_feasibility_rr,write-time feasibility: S1 would be refused at arm — geometry: rr (gain=7.7500 risk=4.5000 rr=1.722222 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
335,2026-09-23,NY,3,schema_field,scenario economics: S1: target_path arm target 31013.00 absent from path [30751.25 30769.75 30911.25 30944.75] within 0.25; name target_path_exception
336,2026-09-23,NY,1,write_time_feasibility_no_provenance,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_ambiguous) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
337,2026-09-23,ASIA,1,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
338,2026-09-23,ASIA,2,write_time_feasibility_no_provenance,write-time feasibility: S1 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
339,2026-09-23,ASIA,1,born_dead,"born-dead authored scenario: S1: authored condition ""2x5m close below 30791.75"" breached between read 2026-09-23 19:00 CT and publish 2026-09-23 19:07 CT: 2× 5m close(s) 30753.50 (19:00 CT), 30755.00 (19:05 CT) beyond threshold 30791.75 (1 group(s) judged)"
340,2026-09-23,ASIA,2,write_time_feasibility_rr,write-time feasibility: S2 would be refused at arm — geometry: no_provenance (entry_zone_edges_or_provenance_unusable); S3 would be refused at arm — geometry: rr (gain=8.0000 risk=10.2500 rr=0.780488 min=2.000000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
341,2026-09-23,ASIA,3,flip_bias,plan flip{below 30735.25 5m_close → short} met between read 2026-09-23 19:00 CT and publish 2026-09-23 19:16 CT: 5m close(s) 30728.50 (19:15 CT) — the flip already fired before publication; re-author on the flipped side
342,2026-09-23,ASIA,1,write_time_feasibility_net,write-time feasibility: S2 would be refused at arm — geometry: net_nonpositive (gain=2.0000 cost=2.0000 net=0.0000) — widen the stop past the min-SL floor / raise the arm R:R / pick a mapped level with an id / choose a different condition
